candidate_id,page_stub,page_url,image_url,local_path,domain,file_name,width,height,format,mode,file_size_bytes,area,aspect_ratio,is_downloaded_and_valid,label,split,is_tiny,is_suspicious_domain,has_ui_keyword
page_01_cand_000010,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/652x350/pyat-horoshih-receptov-postnogo-pechenya.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000010_10c94d4730.jpg,eda.rambler.ru,pyat-horoshih-receptov-postnogo-pechenya.jpg,652.0,350.0,JPEG,RGB,97789,228200.0,1.8628571428571428,True,content,,False,False,False
page_01_cand_000011,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/img/eda/620x-/s1.eda.ru/StaticContent/Photos/f/d3/fd3d03ecb876423db465779952cb7186.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000011_8d9ae4ab5d.jpg,eda.rambler.ru,fd3d03ecb876423db465779952cb7186.jpg,620.0,413.0,JPEG,RGB,91500,256060.0,1.5012106537530265,True,content,,False,False,False
page_01_cand_000012,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000012_6c8cd15e77.jpg,eda.rambler.ru,postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.jpg,285.0,285.0,JPEG,RGB,28777,81225.0,1.0,True,content,,False,False,False
page_01_cand_000013,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/img/eda/620x-/s1.eda.ru/StaticContent/Photos/4/13/4138015c339a4f038817736f33a6c819.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000013_518661efdb.jpg,eda.rambler.ru,4138015c339a4f038817736f33a6c819.jpg,620.0,413.0,JPEG,RGB,69695,256060.0,1.5012106537530265,True,content,,False,False,False
page_01_cand_000014,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000014_c8dff64996.jpg,eda.rambler.ru,postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.jpg,285.0,285.0,JPEG,RGB,22633,81225.0,1.0,True,content,,False,False,False
page_01_cand_000015,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/img/eda/620x-/s1.eda.ru/StaticContent/Photos/6/32/632d1857a176420ea8211207c92659ea.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000015_0fc4fb3ea7.jpg,eda.rambler.ru,632d1857a176420ea8211207c92659ea.jpg,620.0,413.0,JPEG,RGB,89626,256060.0,1.5012106537530265,True,content,,False,False,False
page_01_cand_000016,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000016_97ae7816f5.jpg,eda.rambler.ru,postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.jpg,285.0,285.0,JPEG,RGB,28733,81225.0,1.0,True,content,,False,False,False
page_01_cand_000017,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/img/eda/620x-/s1.eda.ru/StaticContent/Photos/8/93/8930ef6437aa409199d9e908bf6b5c8a.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000017_e0e3be32fe.jpg,eda.rambler.ru,8930ef6437aa409199d9e908bf6b5c8a.jpg,620.0,413.0,JPEG,RGB,52366,256060.0,1.5012106537530265,True,content,,False,False,False
page_01_cand_000018,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-pechene-oreo_173309_photo_170565.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000018_29ba34808b.jpg,eda.rambler.ru,postnoe-pechene-oreo_173309_photo_170565.jpg,285.0,285.0,JPEG,RGB,16382,81225.0,1.0,True,content,,False,False,False
page_01_cand_000019,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/img/eda/620x-/s1.eda.ru/StaticContent/Photos/3/30/33051e7b28f14c5da8aa505361a890ef.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000019_389645d34a.jpg,eda.rambler.ru,33051e7b28f14c5da8aa505361a890ef.jpg,620.0,413.0,JPEG,RGB,85127,256060.0,1.5012106537530265,True,content,,False,False,False
page_01_cand_000020,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-pechene-s-shokoladom_163308_photo_170564.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000020_6d9f261106.jpg,eda.rambler.ru,postnoe-pechene-s-shokoladom_163308_photo_170564.jpg,285.0,285.0,JPEG,RGB,27846,81225.0,1.0,True,content,,False,False,False
page_01_cand_000021,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/7-vkusnyh-postnyh-blyud-iz-krup_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000021_d3c01ba0df.jpg,eda.rambler.ru,7-vkusnyh-postnyh-blyud-iz-krup_square.jpg,320.0,320.0,JPEG,RGB,42591,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000022,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/horoshie-postnye-recepty-ot-shef-povarov_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000022_f8257332af.jpg,eda.rambler.ru,horoshie-postnye-recepty-ot-shef-povarov_square.jpg,320.0,320.0,JPEG,RGB,55298,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000023,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/kak-prigotovit-kashu-bez-moloka_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000023_98222f54b1.jpg,eda.rambler.ru,kak-prigotovit-kashu-bez-moloka_square.jpg,320.0,320.0,JPEG,RGB,39704,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000024,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/kak-prigotovit-postnyy-borshch_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000024_4108069ac1.jpg,eda.rambler.ru,kak-prigotovit-postnyy-borshch_square.jpg,320.0,320.0,JPEG,RGB,43501,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000025,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/10-postnyh-produktov-zaryazhayushchih-energiey_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000025_b259634680.jpg,eda.rambler.ru,10-postnyh-produktov-zaryazhayushchih-energiey_square.jpg,320.0,320.0,JPEG,RGB,69935,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000026,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/otlichnye-recepty-postnyh-pirogov_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000026_238f580267.jpg,eda.rambler.ru,otlichnye-recepty-postnyh-pirogov_square.jpg,320.0,320.0,JPEG,RGB,46484,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000027,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/7-receptov-postnyh-kotlet-s-kotorymi-ne-pridetsya-skuchat-po-myasu_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000027_ec18d91c8b.jpg,eda.rambler.ru,7-receptov-postnyh-kotlet-s-kotorymi-ne-pridetsya-skuchat-po-myasu_square.jpg,320.0,320.0,JPEG,RGB,48567,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000028,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/chto-mozhno-est-v-post_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000028_6c6f1ed7a1.jpg,eda.rambler.ru,chto-mozhno-est-v-post_square.jpg,320.0,320.0,JPEG,RGB,43971,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000029,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/sovremennye-postnye-supy_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000029_74bec65787.jpg,eda.rambler.ru,sovremennye-postnye-supy_square.jpg,320.0,320.0,JPEG,RGB,43182,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000030,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/postnyy-shtrudel-s-yablokami_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000030_04f97bdfdb.jpg,eda.rambler.ru,postnyy-shtrudel-s-yablokami_square.jpg,320.0,320.0,JPEG,RGB,43996,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000031,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/postnoe-hachapuri-s-zelenyu_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000031_0af3031dc8.jpg,eda.rambler.ru,postnoe-hachapuri-s-zelenyu_square.jpg,320.0,320.0,JPEG,RGB,48896,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000032,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/ne-kulichom-edinym-kakie-tradicionnye-recepty-na-pashu-ukrasyat-prazdnichnyy-stol_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000032_32fec655a9.jpg,eda.rambler.ru,ne-kulichom-edinym-kakie-tradicionnye-recepty-na-pashu-ukrasyat-prazdnichnyy-stol_square.jpg,320.0,320.0,JPEG,RGB,29946,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000033,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/kak-pokrasit-yayca-na-pashu-prostye-krasivye-i-bezopasnye-sposoby_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000033_eaf9bc12de.jpg,eda.rambler.ru,kak-pokrasit-yayca-na-pashu-prostye-krasivye-i-bezopasnye-sposoby_square.jpg,320.0,320.0,JPEG,RGB,54403,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000034,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/recepty-kulichey-na-pashu-ot-klassiki-do-bystryh-variantov_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000034_fd7b41ab11.jpg,eda.rambler.ru,recepty-kulichey-na-pashu-ot-klassiki-do-bystryh-variantov_square.jpg,320.0,320.0,JPEG,RGB,47070,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000035,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/recepty-salatov-s-vinogradom_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000035_f314444733.jpg,eda.rambler.ru,recepty-salatov-s-vinogradom_square.jpg,320.0,320.0,JPEG,RGB,39451,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000036,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000036_800121f8d6.jpg,eda.rambler.ru,kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.jpg,320.0,320.0,JPEG,RGB,35468,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000037,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/320x320/puteshestvie-dlinoyu-v-uzhin-7-klassicheskih-italyanskih-blyud-za-20-minut_square.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000037_1c979b5b50.jpg,eda.rambler.ru,puteshestvie-dlinoyu-v-uzhin-7-klassicheskih-italyanskih-blyud-za-20-minut_square.jpg,320.0,320.0,JPEG,RGB,47478,102400.0,1.0,True,non_content,,False,False,False
page_01_cand_000038,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/652x350/pyat-horoshih-receptov-postnogo-pechenya.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000038_8ee35d7584.webp,eda.rambler.ru,pyat-horoshih-receptov-postnogo-pechenya.webp,652.0,350.0,WEBP,RGB,57280,228200.0,1.8628571428571428,True,content,,False,False,False
page_01_cand_000039,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/1000x536/pyat-horoshih-receptov-postnogo-pechenya.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000039_cabc611d20.webp,eda.rambler.ru,pyat-horoshih-receptov-postnogo-pechenya.webp,1000.0,536.0,WEBP,RGB,118890,536000.0,1.8656716417910448,True,content,,False,False,False
page_01_cand_000040,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/1500x804/pyat-horoshih-receptov-postnogo-pechenya.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000040_34d4a6f3c2.webp,eda.rambler.ru,pyat-horoshih-receptov-postnogo-pechenya.webp,1500.0,804.0,WEBP,RGB,255466,1206000.0,1.8656716417910448,True,content,,False,False,False
page_01_cand_000041,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/1000x536/pyat-horoshih-receptov-postnogo-pechenya.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000041_998594f29b.jpg,eda.rambler.ru,pyat-horoshih-receptov-postnogo-pechenya.jpg,1000.0,536.0,JPEG,RGB,210514,536000.0,1.8656716417910448,True,content,,False,False,False
page_01_cand_000042,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/1500x804/pyat-horoshih-receptov-postnogo-pechenya.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000042_b5ddc4fed2.jpg,eda.rambler.ru,pyat-horoshih-receptov-postnogo-pechenya.jpg,1500.0,804.0,JPEG,RGB,453308,1206000.0,1.8656716417910448,True,content,,False,False,False
page_01_cand_000043,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000043_b701468501.webp,eda.rambler.ru,postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.webp,285.0,285.0,WEBP,RGB,20658,81225.0,1.0,True,content,,False,False,False
page_01_cand_000044,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/390x390/postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000044_873008c45b.webp,eda.rambler.ru,postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.webp,390.0,390.0,WEBP,RGB,33922,152100.0,1.0,True,content,,False,False,False
page_01_cand_000045,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/390x390/postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000045_da6bf34590.jpg,eda.rambler.ru,postnoe-ovsyanoe-pechene-s-klyukvoy-i-tykvennymi-semechkami_173312_photo_170568.jpg,390.0,390.0,JPEG,RGB,50093,152100.0,1.0,True,content,,False,False,False
page_01_cand_000046,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000046_c7805051c8.webp,eda.rambler.ru,postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.webp,285.0,285.0,WEBP,RGB,14310,81225.0,1.0,True,content,,False,False,False
page_01_cand_000047,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/390x390/postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000047_f6a57d898a.webp,eda.rambler.ru,postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.webp,390.0,390.0,WEBP,RGB,24370,152100.0,1.0,True,content,,False,False,False
page_01_cand_000048,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/390x390/postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000048_63735ae9b9.jpg,eda.rambler.ru,postnoe-shokoladnoe-pechene-bez-vypechki_173311_photo_170567.jpg,390.0,390.0,JPEG,RGB,40302,152100.0,1.0,True,content,,False,False,False
page_01_cand_000049,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000049_aa49d9e701.webp,eda.rambler.ru,postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.webp,285.0,285.0,WEBP,RGB,20206,81225.0,1.0,True,content,,False,False,False
page_01_cand_000050,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/390x390/postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000050_401138a2f0.webp,eda.rambler.ru,postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.webp,390.0,390.0,WEBP,RGB,35510,152100.0,1.0,True,content,,False,False,False
page_01_cand_000051,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/390x390/postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.jpg,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000051_c6be94bb1d.jpg,eda.rambler.ru,postnoe-pechene-s-bananami-i-finikami_173310_photo_170566.jpg,390.0,390.0,JPEG,RGB,50935,152100.0,1.0,True,content,,False,False,False
page_01_cand_000052,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/285x285/postnoe-pechene-oreo_173309_photo_170565.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000052_3ce9951fb7.webp,eda.rambler.ru,postnoe-pechene-oreo_173309_photo_170565.webp,285.0,285.0,WEBP,RGB,8288,81225.0,1.0,True,content,,False,False,False
page_01_cand_000053,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/RecipePhoto/390x390/postnoe-pechene-oreo_173309_photo_170565.webp,c:\Users\Masha\ML_Projects\photo_classification_project\Photo-Classification\data\raw\page_01\page_01_cand_000053_d714eebee8.webp,eda.rambler.ru,postnoe-pechene-oreo_173309_photo_170565.webp,390.0,390.0,WEBP,RGB,12346,152100.0,1.0,True,content,,False,False,False
